question_id,category_lv1,category_lv2,category_lv3,difficulty,question_text,option_1,option_2,option_3,option_4,correct_answer,explanation
JLPT_N1_LK_Ch_060,言語知識,文字,漢字読み,3,審議会（しんぎかい）は新法（しんぽう）制定（せいてい）に向けた<u>答申</u>を提出（ていしゅつ）した。,とうしん,どうしん,こたえしん,とうじん,とうしん,（Phase-3で作成）
JLPT_N1_LK_Ch_061,言語知識,文字,漢字読み,3,市場（しじょう）の価格（かかく）形成（けいせい）に政府（せいふ）が不必要（ふひつよう）に<u>介入</u>することは避（さ）けるべきだ。,かいにゅう,けいにゅう,かいしょう,がいにゅう,かいにゅう,（Phase-3で作成）
JLPT_N1_LK_Ch_062,言語知識,文字,漢字読み,3,組織（そしき）の内部（ないぶ）<u>統制</u>を強化（きょうか）するためのガイドラインを作成（さくせい）した。,とうせい,どうせい,とうしょう,とくせい,とうせい,（Phase-3で作成）
JLPT_N1_LK_Ch_063,言語知識,文字,漢字読み,3,古い慣習（かんしゅう）から<u>脱却</u>し、新しい学習（がくしゅう）スタイルを採（と）り入れよう。,だっきゃく,だっきょく,たっきゃく,だっかく,だっきゃく,（Phase-3で作成）
JLPT_N1_LK_Ch_064,言語知識,文字,漢字読み,3,擦り傷（すりきず）の自然（しぜん）<u>治癒</u>を助（たす）ける最新（さいしん）の絆創膏（ばんそうこう）を試（ため）してみませんか。,ちゆ,じゆ,じゆう,ちゆう,ちゆ,（Phase-3で作成）
JLPT_N1_LK_Ch_065,言語知識,文字,漢字読み,3,週末（しゅうまつ）は豊かな自然（しぜん）の中で穏（おだ）やかな時間を<u>享受</u>しましょう。,きょうじゅ,こうじゅ,きょうしゅ,きょうじゅう,きょうじゅ,（Phase-3で作成）
JLPT_N1_LK_Ch_066,言語知識,文字,漢字読み,3,著名（ちょめい）な画家（がか）から美術館（びじゅつかん）へ貴重（きちょう）な作品（さくひん）が<u>寄贈</u>されました。,きぞう,きそう,ぎぞう,きぞん,きぞう,（Phase-3で作成）
JLPT_N1_LK_Ch_067,言語知識,文字,漢字読み,3,警察（けいさつ）は山中（さんちゅう）で消息（しょうそく）を絶（た）った登山者（とざんしゃ）の<u>捜索</u>を再開（さいかい）した。,そうさく,しょうさく,そうさくぐ,ぞうさく,そうさく,（Phase-3で作成）
JLPT_N1_LK_Ch_068,言語知識,文字,漢字読み,3,都市部（としぶ）への人口（じんこう）集中（しゅうちゅう）に伴（ともな）い、インフラ整備（せいび）費用（ひよう）が<u>膨張</u>しているとのことだ。,ぼうちょう,ほうちょう,ぼうじょう,ぼうちょ,ぼうちょう,（Phase-3で作成）
JLPT_N1_LK_Ch_069,言語知識,文字,漢字読み,3,難航（なんこう）していた労使（ろうし）交渉（こうしょう）は、賃（ち）上げ案（あん）の受（う）け入（い）れで<u>妥結</u>したと発表（はっぴょう）された。,だけつ,たけつ,だっけつ,だけい,だけつ,（Phase-3で作成）
JLPT_N1_LK_Ch_070,言語知識,文字,漢字読み,3,新制度（しんせいど）の実施（じっし）に先立（さきだ）ち、関係（かんけい）機関（きかん）へ<u>暫定</u>基準（きじゅん）を通知（つうち）する。,ざんてい,じんてい,ざんじょう,さんてい,ざんてい,（Phase-3で作成）
JLPT_N1_LK_Ch_071,言語知識,文字,漢字読み,3,前任者（ぜんにんしゃ）の指導（しどう）方針（ほうしん）をそのまま<u>踏襲</u>して講義（こうぎ）を進める。,とうしゅう,どうしゅう,とうじゅう,ふしゅう,とうしゅう,（Phase-3で作成）
JLPT_N1_LK_Ch_072,言語知識,文字,漢字読み,3,規定（きてい）違反（いはん）により、対象者（たいしょうしゃ）の資格（しかく）を<u>剥奪</u>される可能性がある。,はくだつ,ぼくだつ,はくだっ,ほうだつ,はくだつ,（Phase-3で作成）
JLPT_N1_LK_Ch_073,言語知識,文字,漢字読み,3,事実（じじつ）を<u>歪曲</u>して伝えることは、信頼（しんらい）を失（うしな）う原因（げんいん）となる。,わいきょく,いきょく,わいこう,わいきょっ,わいきょく,（Phase-3で作成）
JLPT_N1_LK_Ch_074,言語知識,文字,漢字読み,3,このシステムはセキュリティ基盤（きばん）が<u>脆弱</u>であることが判明（はんめい）した。,ぜいじゃく,ぜいさく,そいじゃく,ぜいしゃく,ぜいじゃく,（Phase-3で作成）
JLPT_N1_LK_Ch_075,言語知識,文字,漢字読み,3,新しいリーダーがチーム全体の課題（かだい）を速（すみや）かに<u>掌握</u>した。,しょうあく,じょうあく,しょうあつ,ちょうあく,しょうあく,（Phase-3で作成）
JLPT_N1_LK_Ch_076,言語知識,文字,漢字読み,3,労働者（ろうどうしゃ）から不当（ふとう）に利益（りえき）を<u>搾取</u>する構造（こうぞう）を見直（みなお）そう。,さくしゅ,しゃくしゅ,さくじゅ,さくしゅう,さくしゅ,（Phase-3で作成）
JLPT_N1_LK_Ch_077,言語知識,文字,漢字読み,3,急激（きゅうげき）な物価（ぶっか）高騰（こうとう）が健全（けんぜん）な経済（けいざい）成長（せいちょう）を<u>阻害</u>していると報道（ほうどう）された。,そがい,じょがい,そかい,そこう,そがい,（Phase-3で作成）
JLPT_N1_LK_Ch_078,言語知識,文字,漢字読み,3,与党（よとう）の決定（けってい）に<u>追従</u>するだけの姿勢（しせい）に対して、批判（ひはん）が強（つよ）まっている。,ついじゅう,ついしょう,ついじょう,ついでん,ついじゅう,（Phase-3で作成）
JLPT_N1_LK_Ch_079,言語知識,文字,漢字読み,3,検察（けんさつ）は大規模（だいきぼ）な<u>粉飾</u>決算（けっさん）の疑（うたが）いで、本社（ほんしゃ）の家宅（かたく）捜査（そうさ）に入った。,ふんしょく,ぶんしょく,ふんそう,ふんしゅう,ふんしょく,（Phase-3で作成）
JLPT_N1_LK_Ch_080,言語知識,文字,漢字読み,3,本年度（ほんねんど）の主要（しゅよう）事業（じぎょう）の成果（せいか）について、以下（いか）の通り<u>概括</u>する。,がいかつ,かいかつ,がいけつ,がいかん,がいかつ,（Phase-3で作成）
JLPT_N1_LK_Ch_081,言語知識,文字,漢字読み,3,調査（ちょうさ）を進（すす）めるうちに、組織（そしき）の不備（ふび）が次々（つぎつぎ）と<u>露呈</u>した。,ろてい,ろちょう,ろうてい,ろじょう,ろてい,（Phase-3で作成）
JLPT_N1_LK_Ch_082,言語知識,文字,漢字読み,3,相手（あいて）チームの攻撃（こうげき）を<u>牽制</u>するために、守備（しゅび）の位置（いち）を変更（へんこう）する。,けんせい,けんしん,かんせい,けんぜい,けんせい,（Phase-3で作成）
JLPT_N1_LK_Ch_083,言語知識,文字,漢字読み,3,指揮官（しきかん）の力強（ちからづよ）い言葉（ことば）が、兵士（へいし）たちの士気（しき）を<u>鼓舞</u>した。,こぶ,くぶ,こほう,ごぶ,こぶ,（Phase-3で作成）
JLPT_N1_LK_Ch_084,言語知識,文字,漢字読み,3,名簿（めいぼ）から不要（ふよう）な個人（こじん）情報（じょうほう）を速（すみや）かに<u>抹消</u>しよう。,まっしょう,まつしょう,ばっしょう,まっそう,まっしょう,（Phase-3で作成）
JLPT_N1_LK_Ch_085,言語知識,文字,漢字読み,3,地域（ちいき）の一体感（いったいかん）を<u>醸成</u>するための交流（こうりゅう）イベントに参加（さんか）してみませんか。,じょうせい,じょうしょう,じょうしん,じょうぜい,じょうせい,（Phase-3で作成）
JLPT_N1_LK_Ch_086,言語知識,文字,漢字読み,3,照明（しょうめい）の効果（こうか）により、室内（しつない）が広（ひろ）く見えるような<u>錯覚</u>を覚（おぼ）える。,さっかく,さかく,しゃっかく,さっこう,さっかく,（Phase-3で作成）
JLPT_N1_LK_Ch_087,言語知識,文字,漢字読み,3,野党（やとう）は記者（きしゃ）会見（かいけん）を開き、政府（せいふ）の不祥事（ふしょうじ）を厳（きび）しく<u>糾弾</u>した。,きゅうだん,きゅうたん,じゅうだん,きょうだん,きゅうだん,（Phase-3で作成）
JLPT_N1_LK_Ch_088,言語知識,文字,漢字読み,3,捜査（そうさ）当局（とうきょく）は、<u>覚醒</u>剤（ざい）の密輸（みつゆ）ルートの解明（かいめい）を進めているとのことだ。,かくせい,がくせい,かくしょう,かくぜい,かくせい,（Phase-3で作成）
JLPT_N1_LK_Ch_089,言語知識,文字,漢字読み,3,他社（たしゃ）の製品（せいひん）を安易（あんい）に<u>模倣</u>した疑（うたが）いがあるとして、訴訟（そしょう）が起こされた。,もほう,ぼほう,もこう,もほうく,もほう,（Phase-3で作成）
JLPT_N1_LK_Ch_090,言語知識,文字,漢字読み,3,市民（しみん）の不安（ふあん）を<u>払拭</u>するため、安全性（あんぜんせい）に関する情報を公開（こうかい）する。,ふっしょく,はらいしょく,ふつしょく,ふっそう,ふっしょく,（Phase-3で作成）
JLPT_N1_LK_Ch_091,言語知識,文字,漢字読み,3,検察（けんさつ）は贈賄（ぞうわい）側の業者（ぎょうしゃ）だけでなく、<u>収賄</u>した公務員（こうむいん）も立件（りっけん）した。,しゅうわい,しゅうかい,しゅうゆう,しゅうのう,しゅうわい,（Phase-3で作成）
JLPT_N1_LK_Ch_092,言語知識,文字,漢字読み,3,敵（てき）に奪（うば）われた城（しろ）を<u>奪還</u>するために、作戦（さくせん）を練（ね）り直そう。,だっかん,たっかん,だつけん,だっけい,だっかん,（Phase-3で作成）
JLPT_N1_LK_Ch_093,言語知識,文字,漢字読み,3,事件（じけん）に関する重要（じゅうよう）な証拠（しょうこ）を<u>隠匿</u>したとして、関係者（かんけいしゃ）が取（と）り調（しら）べを受けている。,いんとく,おんとく,いんたく,いんちく,いんとく,（Phase-3で作成）
JLPT_N1_LK_Ch_094,言語知識,文字,漢字読み,3,この革新（かくしん）的な製品（せいひん）が、今後（こんご）の業界（ぎょうかい）を<u>牽引</u>していくでしょう。,けんいん,こんいん,けんえん,ぜんいん,けんいん,（Phase-3で作成）
JLPT_N1_LK_Ch_095,言語知識,文字,漢字読み,3,旅行（りょこう）中のトラブルに備（そな）えて、手厚（てあつ）い<u>補償</u>がついた保険（ほけん）に加入（かにゅう）しませんか。,ほしょう,ほしょうく,ふしょう,ほちょう,ほしょう,（Phase-3で作成）
JLPT_N1_LK_Ch_096,言語知識,文字,漢字読み,3,過去（かこ）のやり方に<u>固執</u>せず、柔軟（じゅうなん）な発想（はっそう）で仕事（しごと）を進めましょう。,こしつ,こしゅう,ごしつ,こしゅ,こしつ,（Phase-3で作成）
JLPT_N1_LK_Ch_097,言語知識,文字,漢字読み,3,裁判官（さいばんかん）の不公正（ふこうせい）な態度（たいど）を理由（りゆう）に、弁護（べんご）側は<u>忌避</u>の申し立てを行った。,きひ,ぎひ,きふ,きこう,きひ,（Phase-3で作成）
JLPT_N1_LK_Ch_098,言語知識,文字,漢字読み,3,国会（こっかい）で条約（じょうやく）が<u>批准</u>されたと、本日（ほんじつ）のニュースで報（ほう）じられた。,ひじゅん,びじゅん,ひしょう,はじゅん,ひじゅん,（Phase-3で作成）
JLPT_N1_LK_Ch_099,言語知識,文字,漢字読み,3,危機（きき）管理（かんり）に対する意識（いしき）の<u>欠如</u>が、今回の事故（じこ）を引き起こしたとみられている。,けつじょ,けつにょ,けつじょう,かんじょ,けつじょ,（Phase-3で作成）
JLPT_N1_LK_Ch_100,言語知識,文字,漢字読み,3,人権（じんけん）を侵害（しんがい）する集会（しゅうかい）の<u>弾圧</u>に対し、国際（こくさい）社会（しゃかい）から非難（ひなん）の声があがっている。,だんあつ,たんあつ,だんえつ,ぜんあつ,だんあつ,（Phase-3で作成）
JLPT_N1_LK_Ch_101,言語知識,文字,漢字読み,3,安全（あんぜん）のため、危険（きけん）なエリアへの進入（しんにゅう）を<u>遮断</u>した。,しゃだん,しゃちょう,じゃだん,しゃてん,しゃだん,（Phase-3で作成）
JLPT_N1_LK_Ch_102,言語知識,文字,漢字読み,3,提出（ていしゅつ）期限（きげん）に<u>猶予</u>を与（あた）えられたので、もう一度（いちど）見直（みなお）そう。,ゆうよ,ゆうじょ,ゆうこう,しょうよ,ゆうよ,（Phase-3で作成）
