question_id,category_lv1,category_lv2,category_lv3,difficulty,question_text,option_1,option_2,option_3,option_4,correct_answer,explanation
JLPT_LK_N2_025,言語知識,語彙,言い換え類義,3,面接で自分の長所を<u>アピール</u>した。,強調した,想像した,相談した,質問した,強調した,「アピールする」と「強調（きょうちょう）する」は、自分の良いところなどを強く伝えるという意味（いみ）で同じです。<br>「想像（そうぞう）する」は心の中で考えることです。<br>「相談（そうだん）する」は意見を聞くことです。<br>「質問（しつもん）する」は尋ねる（たずねる）ことです。
JLPT_LK_N2_026,言語知識,語彙,用法,3,<u>深刻</u>,水不足の問題がますます深刻になっている。,彼はとても深刻な性格で、誰とでもすぐ友達になる。,昨日は深刻な雨が降って大変だった。,このテストは深刻に難しい。,水不足の問題がますます深刻になっている。,「深刻（しんこく）」は、問題（もんだい）などが重くて大変（たいへん）な状態（じょうたい）に使（つか）います。<br>性格（せいかく）が明るいことや、強い雨（あめ）、問題の難しさには使いません。
JLPT_LK_N2_033,言語知識,語彙,語形成,3,この商品は（ ______ ）製品のため、保証が付いています。,日本製,日本化,日本性,日本感,日本製,「日本」の後ろにつく言葉は「製」で、「日本製（にほんせい）」になります。<br>「日本化」「日本性」「日本感」という組み合わせは不自然です。<br>「〜製（せい）」は、どこで作られたかを表（あらわ）します。
JLPT_LK_N2_034,言語知識,語彙,文脈規定,3,急な雨に降られて、（ ______ ）濡れてしまった。,びしょびしょ,あっさり,うっすら,うっかり,びしょびしょ,「びしょびしょ」は、水や雨でとても濡（ぬ）れている様子（ようす）を表（あらわ）します。<br>「あっさり」は簡単な様子です。<br>「うっすら」は少しだけ見える様子です。<br>「うっかり」は注意（ちゅうい）を忘れる様子です。
JLPT_LK_N2_035,言語知識,語彙,言い換え類義,3,計画を<u>実行</u>に移す。,行う,考える,止める,変える,行う,「実行（じっこう）する」と「行う（おこなう）」は、実際に計画したことをやってみるという意味（いみ）で同じです。<br>「考える（かんがえる）」は頭で思うことです。<br>「止める（とめる）」はやめることです。<br>「変える（かえる）」は違うものにすることです。
JLPT_LK_N2_036,言語知識,語彙,用法,3,<u>わずか</u>,わずかな時間だが、カフェで休憩した。,今日の気温はわずかに暑い。,彼はわずかに大きい声で歌った。,この服はわずかに高い品質だ。,わずかな時間だが、カフェで休憩した。,「わずか」は、数量（すうりょう）や時間（じかん）がとても少ない様子（ようす）に使（つか）います。<br>気温（きおん）の高さや声の大きさ、品質（ひんしつ）の良さには使いません。
JLPT_LK_N2_043,言語知識,語彙,語形成,3,この地域は台風による被害が（ ______ ）拡大している。,再,高,超,未,再,「拡大（かくだい）」の前につく言葉は「再」で、「再拡大（さいかくだい）」になります。<br>「高拡大」「超拡大」「未拡大」という組み合わせは不自然です。<br>「再（さい）」は、もう一度（いちど）〜するという意味（いみ）を表（あらわ）します。
JLPT_LK_N2_044,言語知識,語彙,文脈規定,3,友達と意見が合わず、（ ______ ）ケンカになってしまった。,危うく,うっかり,うっすら,すっかり,危うく,「危うく（あやうく）」は、「もう少しで悪い状態になりそうだった」という意味（いみ）を表（あらわ）します。<br>「うっかり」は注意（ちゅうい）不足の様子です。<br>「うっすら」は少しだけ見える様子です。<br>「すっかり」は完全にという意味です。
JLPT_LK_N2_045,言語知識,語彙,言い換え類義,3,彼の説明はいつも<u>簡潔</u>だ。,手短だ,複雑だ,曖昧だ,退屈だ,手短だ,「簡潔（かんけつ）」と「手短（てみじか）」は、短くてまとまっているという意味（いみ）で同じです。<br>「複雑（ふくざつ）」はわかりにくいことです。<br>「曖昧（あいまい）」は、はっきりしないことです。<br>「退屈（たいくつ）」はおもしろくないことです。
JLPT_LK_N2_046,言語知識,語彙,用法,3,<u>手際</u>,彼は手際よく料理を作った。,手際がいい靴を買った。,手が冷たいので手際を温めた。,手際が広い部屋に引っ越した。,彼は手際よく料理を作った。,「手際（てぎわ）」は、仕事（しごと）や作業（さぎょう）を進めるやり方や効率（こうりつ）に使（つか）います。<br>靴（くつ）や体の一部、部屋（へや）の広さには使いません。
JLPT_LK_N2_053,言語知識,語彙,語形成,3,この地域は人口の（ ______ ）減少が問題になっている。,過度,高過,超過,過小,過度,「減少（げんしょう）」の前につく言葉は「過度」で、「過度な減少」または「過度な〜」の形で使います。<br>「高過」「超過」「過小」は直後（ちょくご）のつながりとして不自然です。<br>「過度（かど）」は、度（ど）を超えているという意味（いみ）です。
JLPT_LK_N2_054,言語知識,語彙,文脈規定,3,彼は約束の時間を（ ______ ）忘れていた。,すっかり,すっきり,しっかり,あっさり,すっかり,「すっかり」は、完全（かんぜん）に、全部（ぜんぶ）という意味（いみ）を表（あらわ）します。<br>「あっさり」は、簡単（かんたん）な様子（ようす）を表すので、合いません。<br>「しっかり」は、丁寧（ていねい）に行う様子を表すので、合いません。<br>「すっきり」は、気分（きぶん）が良（よ）くなる様子を表すので、合いません。<br>N2の標準的な言葉です。
JLPT_LK_N2_055,言語知識,語彙,言い換え類義,3,彼の主張はいつも<u>一貫</u>している。,ブレない,変わる,曖昧だ,矛盾する,ブレない,「一貫（いっかん）している」と「ブレない」は、考えや行動が変わらないという意味（いみ）で同じです。<br>「変わる（かわる）」は別の状態になることです。<br>「曖昧（あいまい）」は、はっきりしないことです。<br>「矛盾（むじゅん）する」は筋道（すじみち）が合わないことです。
JLPT_LK_N2_056,言語知識,語彙,用法,3,<u>工夫</u>,勉強の工夫をして、効率を上げた。,車を工夫して事故を起こした。,風邪を引いたので工夫を飲んだ。,雨が強いので工夫をさした。,勉強の工夫をして、効率を上げた。,「工夫（くふう）」は、良い方法（ほうほう）を考えることに使（つか）います。<br>事故（じこ）を起こすことや、薬（くすり）を飲むこと、傘（かさ）をさすことには使いません。
JLPT_LK_N2_063,言語知識,語彙,語形成,3,製品の安全性を高めるために、（ ______ ）加工を施す。,特殊,特有,特定,特長,特殊,「加工（かこう）」の前につく言葉は「特殊」で、「特殊加工（とくしゅかこう）」になります。<br>「特有加工」「特定加工」「特長加工」という組み合わせは不自然です。<br>「特殊（とくしゅ）」は、普通（ふつう）と違（ちが）っているという意味（いみ）です。
JLPT_LK_N2_064,言語知識,語彙,文脈規定,3,途中で雨が降り出したが、（ ______ ）濡れずに済んだ。,幸い,あいにく,あくまて,あらかじめ,幸い,「幸（さいわ）い」は、運（うん）よく都合（つごう）が良い状態（じょうたい）になったことを表（あらわ）します。<br>「あいにく」は都合が悪い様子です。<br>「あくまで」は最後までやり通す様子です。<br>「あらかじめ」は事前にという意味です。
JLPT_LK_N2_065,言語知識,語彙,言い換え類義,3,古いルールを<u>廃止</u>した。,やめた,変えた,守った,増やした,やめた,「廃止（はいし）する」と「やめる」は、それまで行（おこな）っていたことをなくすという意味（いみ）で同じです。<br>「変（か）える」は別の状態にすることです。<br>「守（まも）る」はルール通りにすることです。<br>「増（ふ）やす」は量を多くすることです。
JLPT_LK_N2_066,言語知識,語彙,用法,3,<u>手軽</u>,手軽に作れる料理のレシピを探している。,この服は手軽に重くて温かい。,彼は手軽なスピードで走り抜けた。,手軽な台風が近づいているので注意が必要だ。,手軽に作れる料理のレシピを探している。,「手軽（てがる）」は、手間（てま）や時間がかからず簡単（かんたん）な様子（ようす）に使（つか）います。<br>服の重さや走るスピード、台風（たいふう）には使いません。
JLPT_LK_N2_073,言語知識,語彙,語形成,3,この製品は（ ______ ）分解ができるため、環境に優しい。,自然,自発,自家,自立,自然,「分解（ぶんかい）」の前につく言葉は「自然」で、「自然分解（しぜんぶんかい）」になります。<br>「自発分解」「自家分解」「自立分解」という組み合わせは不自然です。<br>「自然（しぜん）」は、人の手を加（くわ）えないでそのままの状態という意味（いみ）です。
JLPT_LK_N2_074,言語知識,語彙,文脈規定,3,途中で諦めずに（ ______ ）努力を続けた。,コツコツ,うっすら,すっかり,あっさり,コツコツ,「コツコツ」は、地道（じみち）に休（やす）まず頑張（がんば）る様子（ようす）を表（あらわ）します。<br>「うっすら」は少しだけ見える様子です。<br>「すっかり」は完全（かんぜん）にという意味です。<br>「あっさり」は簡単（かんたん）な様子です。
JLPT_LK_N2_075,言語知識,語彙,言い換え類義,3,彼の提案は<u>効果的</u>だった。,有効だった,不便だった,曖昧だった,慎重だった,有効だった,「効果的（こうかてき）」と「有効（ゆうこう）」は、目的（もくてき）によい影響（えいきょう）や結果（けっか）があるという意味（いみ）で同じです。<br>「不便（ふべん）」は使いにくいことです。<br>「曖昧（あいまい）」は、はっきりしないことです。<br>「慎重（しんちょう）」は注意深（ちゅういぶか）いことです。
JLPT_LK_N2_076,言語知識,語彙,用法,3,<u>几帳面</u>,彼は几帳面な性格だから、部屋がいつも綺麗だ。,昨日は几帳面な雨が降り続けた。,几帳面な味付けの料理を食べた。,この電車は几帳面に速く走る。,彼は几帳面な性格だから、部屋がいつも綺麗だ。,「几帳面（きちょうめん）」は、きちんと丁寧（ていねい）に物事（ものごと）をする性格（せいかく）に使（つか）います。<br>雨（あめ）の降り方や料理の味（あじ）、電車のスピードには使いません。
JLPT_LK_N2_083,言語知識,語彙,語形成,3,この部品は（ ______ ）可能性が高く、コスト削減につながる。,再利用,再使,再用,再動,再利用,「可能性（かのうせい）」の前（まえ）につく自然（しぜん）な言葉は「再利用（さいりよう）」です。<br>「再使」「再用」「再動」という言葉はありません。<br>「再利用（さいりよう）」は、もう一度（いちど）使（つか）うという意味（いみ）です。<br>N2の標準的な語形成の問題です。
JLPT_LK_N2_084,言語知識,語彙,文脈規定,3,目の前で花火が上がって、（ ______ ）声を上げた。,思わず,うっかり,すっかり,あっさり,思わず,「思（おも）わず」は、考（かんが）える前（まえ）に、体（からだ）や心（こころ）が自然（しぜん）に動（うご）いてしまう様子（ようす）を表（あらわ）します。<br>「あっさり」は、簡単（かんたん）に物事（ものごと）が終（お）わる様子です。<br>「うっかり」は、注意（ちゅうい）が足（た）りなくて失敗（しっぱい）する様子です。<br>「すっかり」は、完全（かんぜん）にという意味（いみ）です。<br>どれも驚（おどろ）いた瞬間（しゅんかん）の反応（はんのう）を表す言葉ではないので、ここでは合いません。<br>N2の標準的な言葉です。
JLPT_LK_N2_085,言語知識,語彙,言い換え類義,3,彼の提案を<u>採用</u>した。,取り入れた,取り消した,断った,検討した,取り入れた,「採用（さいよう）する」と「取り入れる（とりいれる）」は、良い意見や方法を選んで使うという意味（いみ）で同じです。<br>「取り消す」はやめることです。<br>「断る」は受け入れないことです。<br>「検討する」は考えることです。
JLPT_LK_N2_086,言語知識,語彙,用法,3,<u>冷静</u>,どんなトラブルが起きても冷静に対応することが大切だ。,彼は冷静なスピードで走り抜けた。,今日は冷静な天気が続いている。,冷静なカバンを買ったので荷物が入る。,どんなトラブルが起きても冷静に対応することが大切だ。,「冷静（れいせい）」は、感情（かんじょう）にならず落ち着いている様子（ようす）に使（つか）います。<br>スピードの速さや天気（てんき）、カバンの大きさには使いません。
JLPT_LK_N2_093,言語知識,語彙,語形成,3,製品の安全基準を満たしていない（ ______ ）格品が混ざっていた。,不,無,非,未,不,「格品（かくひん）」の前につく言葉は「不」で、「不合格品（ふごうかくひん）」や「規格外（きかくがい）」などの文脈における「不格品（ふかくひん / 不規格）」の用法として「不（ふ）」が適しています。<br>「無」「非」「未」という組み合わせは不自然です。<br>「不（ふ）」は、〜ではない、〜が良くないという意味（いみ）を表（あらわ）します。
JLPT_LK_N2_094,言語知識,語彙,文脈規定,3,会議の資料に（ ______ ）目を通して準備を整えた。,ざっと,しっかり,うっかり,びっしり,ざっと,「ざっと」は、短時間（たんじかん）で大まかに全体（ぜんたい）を見る様子（ようす）を表（あらわ）します。<br>「しっかり」は細かく丁寧に行う様子です。<br>「うっかり」は注意不足の様子です。<br>「びっしり」は隙間なく詰まっている様子です。
JLPT_LK_N2_095,言語知識,語彙,言い換え類義,3,彼の説明はとても<u>あいまい</u>だった。,不明確だった,簡潔だった,正確だった,具体的だった,不明確だった,「あいまい」と「不明確（ふめいかく）」は、はっきりしなくて分かりにくいという意味（いみ）で同じです。<br>「簡潔（かんけつ）」は手短でわかりやすいことです。<br>「正確（せいかく）」は間違いがないことです。<br>「具体（ぐたい）的」は分かりやすい例があることです。
JLPT_LK_N2_096,言語知識,語彙,用法,3,<u>柔軟</u>,状況に応じて柔軟に対応することが求められる。,彼は柔軟なスピードで走って1位になった。,この建物は柔軟に高くて目立つ。,柔軟な雨が降り続いて道路が濡れた。,状況に応じて柔軟に対応することが求められる。,「柔軟（じゅうなん）」は、変化（へんか）に合わせて頭（あたま）や考え方をやわらかく変（か）えられる様子（ようす）に使（つか）います。<br>走るスピードや建物の高さ、雨（あめ）には使いません。
JLPT_LK_N2_103,言語知識,語彙,語形成,3,この商品は（ ______ ）分解が可能なため、環境にやさしい。,生分解,生分解性,生分解化,生分解感,生分解性,「生分解（せいぶんかい）」の後ろにつく言葉は「性」で、「生分解性（せいぶんかいせい）」になります。<br>「生分解」「生分解化」「生分解感」という組み合わせは文法（ぶんぽう）的に不自然です。<br>「〜性（せい）」は、そのような性質（せいしつ）を持っていることを表（あらわ）します。
JLPT_LK_N2_104,言語知識,語彙,文脈規定,3,熱いお茶に触れて、（ ______ ）手を引っ込めた。,思わず,うっかり,すっかり,あっさり,思わず,「思（おも）わず」は、考（かんが）える前（まえ）に、体（からだ）や心（こころ）が自然（しぜん）に動（うご）いてしまう様子（ようす）を表（あらわ）します。<br>「あっさり」は、簡単（かんたん）に物事（ものごと）が終（お）わる様子です。<br>「うっかり」は、注意（ちゅうい）が足（た）りなくて失敗（しっぱい）する様子です。<br>「すっかり」は、完全（かんぜん）にという意味（いみ）です。<br>どれも驚（おどろ）いた瞬間（しゅんかん）の反応（はんのう）を表す言葉ではないので、ここでは合いません。<br>N2の標準的な言葉です。
JLPT_LK_N2_105,言語知識,語彙,言い換え類義,3,彼の説明はいつも<u>論理的</u>だ。,筋が通っている,感覚的だ,曖昧だ,複雑だ,筋が通っている,「論理的（ろんりてき）」と「筋（すじ）が通（とお）っている」は、考えや話の順番（じゅんばん）がしっかりしていて正しいという意味（いみ）で同じです。<br>「感覚的（かんかくてき）」は気持ちで判断することです。<br>「曖昧（あいまい）」は、はっきりしないことです。<br>「複雑（ふくざつ）」は分かりにくいことです。
JLPT_LK_N2_106,言語知識,語彙,用法,3,<u>適切</u>,状況に応じて適切な判断をすることが求められる。,彼はとても適切に足が速い。,今日は適切に雨が降って寒かった。,適切に重い荷物を運んだ。,状況に応じて適切な判断をすることが求められる。,「適切（てきせつ）」は、その場（ば）や目的にちょうど合（あ）っている様子（ようす）に使（つか）います。<br>足の速さや雨（あめ）の振り方、荷物（にもつ）の重さには使いません。
JLPT_LK_N2_113,言語知識,語彙,語形成,3,この生地は（ ______ ）耐久性があり、長年愛用できる。,高,超,再,未,高,「耐久性（たいきゅうせい）」の前（まえ）につく言葉は「高（こう）」で、「高耐久性（こうたいきゅうせい）」になります。<br>「超（ちょう）」「再（さい）」「未（み）」という組（く）み合（あ）わせは不自然（ふしぜん）です。<br>「高（こう）〜」は、程度（ていど）が高いことを表（あらわ）す言葉です。<br>N2の標準的な語形成の問題です。
JLPT_LK_N2_114,言語知識,語彙,文脈規定,3,予定より遅れていた作業が、（ ______ ）終わった。,ようやく,うっかり,すっかり,あっさり,ようやく,「ようやく」は、長い時間（じかん）がかかって、苦労（くろう）の末（すえ）に目的（もくてき）が達成（たっせい）される様子（ようす）を表（あらわ）します。<br>「うっかり」は注意（ちゅうい）不足の様子です。<br>「すっかり」は完全にという意味です。<br>「あっさり」は簡単な様子です。
JLPT_LK_N2_115,言語知識,語彙,言い換え類義,3,彼の言葉には<u>矛盾</u>がある。,筋が通っていない,筋が通っている,明確だ,簡潔だ,筋が通っていない,「矛盾（むじゅん）している」と「筋（すじ）が通（とお）っていない」は、前の話と後ろの話が合わなくておかしいという意味（いみ）で同じです。<br>「筋が通っている」は正しい論理（ろんり）のことです。<br>「明確（めいかく）」はわかりやすいことです。<br>「簡潔（かんけつ）」は手短（てみじか）なことです。
JLPT_LK_N2_116,言語知識,語彙,用法,3,<u>冷静</u>,トラブルが起きても冷静に対応することが大切だ。,彼は冷静なスピードで走って優勝した。,今日は冷静な天気が続いていて気持ちがいい。,冷静な服を着て出かけた。,トラブルが起きても冷静に対応することが大切だ。,「冷静（れいせい）」は、感情（かんじょう）にならず落ち着いている様子（ようす）に使（つか）います。<br>走るスピードや天気（てんき）、服には使いません。
JLPT_LK_N2_123,言語知識,語彙,語形成,3,この容器は（ ______ ）分解が可能な素材で作られている。,生分解,生分解性,生分解化,生分解感,生分解性,「分解（ぶんかい）」の後（うし）ろにつく正しい言葉は「性（せい）」で、「生分解性（せいぶんかいせい）」になります。<br>「生分解」は「性」がなく、名詞（めいし）としての形（かたち）が整（ととの）っていません。<br>「生分解化」「生分解感」という言葉はありません。<br>「〜性（せい）」は、そのような性質（せいしつ）を持（も）っているという意味（いみ）を表（あらわ）す言葉です。<br>N2の標準的な語形成の問題です。
JLPT_LK_N2_124,言語知識,語彙,文脈規定,3,面白い話を聞いて、（ ______ ）笑ってしまった。,思わず,うっかり,すっかり,あっさり,思わず,「思（おも）わず」は、考（かんが）える前（まえ）に、体（からだ）や心（こころ）が自然（しぜん）に動（うご）いてしまう様子（ようす）を表（あらわ）します。<br>「あっさり」は、簡単（かんたん）に物事（ものごと）が終（お）わる様子です。<br>「うっかり」は、注意（ちゅうい）が足（た）りなくて失敗（しっぱい）する様子です。<br>「すっかり」は、完全（かんぜん）にという意味（いみ）です。<br>どれも驚（おどろ）いた瞬間（しゅんかん）の反応（はんのう）を表す言葉ではないので、ここでは合いません。<br>N2の標準的な言葉です。
JLPT_LK_N2_125,言語知識,語彙,言い換え類義,3,彼の話は<u>あいまい</u>で分かりにくい。,不明確,簡潔,正確,具体的,不明確,「あいまい」と「不明確（ふめいかく）」は、はっきりしなくて分（わ）かりにくいという意味（いみ）で同（おな）じです。<br>「具体的（ぐたいてき）」は分かりやすい例（れい）があることなので、反対（はんたい）の意味です。<br>「正確（せいかく）」は間違（まちが）いがないことなので、合いません。<br>「簡潔（かんけつ）」は短（みじか）くまとまっていることなので、合いません。<br>N2の標準的な言い換えの問題です。
JLPT_LK_N2_126,言語知識,語彙,用法,3,<u>適切</u>,状況に応じて適切な対応をすることが求められる。,彼はとても適切に足が速い。,今日は適切に雨が降って寒かった。,適切に重い荷物を一人で運んだ。,状況に応じて適切な対応をすることが求められる。,「適切（てきせつ）」は、その場（ば）や目的にちょうど合（あ）っている様子（ようす）に使（つか）います。<br>足の速さや雨（あめ）の振り方、荷物（にもつ）の重さには使いません。
JLPT_LK_N2_133,言語知識,語彙,語形成,3,事故を防ぐため、（ ______ ）注意を払う必要がある。,細心,細小,細長,細部,細心,「注意（ちゅうい）」の前につく言葉は「細心」で、「細心の注意（さいしんのちゅうい）」になります。<br>「細小」「細長」「細部」は注意という言葉と結びつきません。<br>「細心（さいしん）」は、とても細かいところまで気をつけるという意味（いみ）です。
JLPT_LK_N2_134,言語知識,語彙,文脈規定,3,彼の演技は非常に（ ______ ）で、観客を魅了した。,見事,見事さ,見物,見物人,見事,「見事（みごと）」は、とても素晴（すば）らしい様子（ようす）を表（あらわ）します。<br>「〜な」につながる形容動詞（けいようどうし）として使います。<br>「見物（けんぶつ）」や「見物人（けんぶつにん）」は意味が合いません。
JLPT_LK_N2_135,言語知識,語彙,言い換え類義,3,古い制度を<u>改革</u>する。,改める,見守る,繰り返す,引き継ぐ,改める,「改革（かいかく）する」と「改（あらた）める」は、良くないところを直して新しくするという意味（いみ）で同じです。<br>「見守る」は見ていることです。<br>「繰り返す」は何度も行うことです。<br>「引き継ぐ」は次の人に渡すことです。
JLPT_LK_N2_136,言語知識,語彙,用法,3,<u>謙虚</u>,彼は実績があっても常に謙虚な態度をとっている。,謙虚な建物が新しく建った。,今日は謙虚な天気で気持ちがいい。,謙虚な荷物を一人で持ち運んだ。,彼は実績があっても常に謙虚な態度をとっている。,「謙虚（けんきょ）」は、威張らないで（いばらないで）素直な（すなおな）態度（たいど）や性格（せいかく）に使（つか）います。<br>建物（たてもの）や天気（てんき）、荷物（にもつ）には使いません。
JLPT_LK_N2_143,言語知識,語彙,語形成,3,古い家具の（ ______ ）可能性を検討するワークショップが開かれた。,再利用,再使,再用,再動,再利用,「可能性（かのうせい）」の前（まえ）につく自然（しぜん）な言葉は「再利用（さいりよう）」です。<br>「再使」「再用」「再動」という言葉はありません。<br>「再利用（さいりよう）」は、もう一度（いちど）使（つか）うという意味（いみ）です。<br>N2の標準的な語形成の問題です。
JLPT_LK_N2_144,言語知識,語彙,文脈規定,3,後ろから名前を呼ばれて、（ ______ ）振り返った。,思わず,うっかり,すっかり,あっさり,思わず,「思（おも）わず」は、考（かんが）える前（まえ）に、体（からだ）や心（こころ）が自然（しぜん）に動（うご）いてしまう様子（ようす）を表（あらわ）します。<br>「あっさり」は、簡単（かんたん）に物事（ものごと）が終（お）わる様子です。<br>「うっかり」は、注意（ちゅうい）が足（た）りなくて失敗（しっぱい）する様子です。<br>「すっかり」は、完全（かんぜん）にという意味（いみ）です。<br>どれも驚（おどろ）いた瞬間（しゅんかん）の反応（はんのう）を表す言葉ではないので、ここでは合いません。<br>N2の標準的な言葉です。
JLPT_LK_N2_145,言語知識,語彙,言い換え類義,3,彼の説明はいつも<u>明確</u>だ。,はっきりしている,あいまいだ,複雑だ,手短だ,はっきりしている,「明確（めいかく）」と「はっきりしている」は、分かりやすくて疑い（うたがい）がないという意味（いみ）で同じです。<br>「あいまい」はわかりにくいことです。<br>「複雑（ふくざつ）」は組み立てが細かいことです。<br>「手短（てみじか）」は時間が短いことです。
JLPT_LK_N2_146,言語知識,語彙,用法,3,<u>慎重</u>,重大な決定をするときは慎重に考えるべきだ。,彼は慎重なスピードで走って1位になった。,今日は慎重な天気で外遊びにぴったりだ。,慎重な鞄を買ったのでたくさん物が入る。,重大な決定をするときは慎重に考えるべきだ。,「慎重（しんちょう）」は、間違いがないように注意深（ちゅういぶか）く行う様子（ようす）に使（つか）います。<br>走るスピードや天気（てんき）、鞄（かばん）の大きさには使いません。
JLPT_LK_N2_153,言語知識,語彙,語形成,3,事故の防止に向けて、（ ______ ）対策を講じる。,再発,再起,再開,再来,再発,「対策（たいさく）」の前につく表現として自然なのは「再発」で、「再発防止（さいはつぼうし）」などの形で使います。<br>「再起」「再開」「再来」は「対策」と組み合わさる語形成として不自然です。<br>「再発（さいはつ）」は、同じ良くないことがもう一度（いちど）起こることという意味（いみ）です。
JLPT_LK_N2_154,言語知識,語彙,文脈規定,3,途中でトラブルがあったが、（ ______ ）予定通りに完了した。,どうにか,うっかり,すっかり,あっさり,どうにか,「どうにか」は、大変（たいへん）だったがなんとか手段（しゅだん）を見つけて達成（たっせい）する様子（ようす）を表（あらわ）します。<br>「うっかり」は注意不足の様子です。<br>「すっかり」は完全にという意味です。<br>「あっさり」は簡単な様子です。
JLPT_LK_N2_155,言語知識,語彙,言い換え類義,3,彼の提案は<u>画期的</u>だ。,斬新だ,平凡だ,曖昧だ,複雑だ,斬新だ,「画期的（かっきてき）」と「斬新（ざんしん）」は、これまでにない新しいアイデアや工夫（くふう）があるという意味（いみ）で同じです。<br>「平凡（へいぼん）」は普通（ふつう）のことです。<br>「曖昧（あいまい）」は、はっきりしないことです。<br>「複雑（ふくざつ）」は分かりにくいことです。
