question_id,category_lv1,category_lv2,category_lv3,difficulty,question_text,option_1,option_2,option_3,option_4,correct_answer,explanation
JLPT_N2_LK_Ch_011,言語知識,文字,表記,3,事故の危険を<u>ふせぐ</u>。,防ぐ,妨ぐ,阻ぐ,護ぐ,防ぐ,「ふせぐ」の正しい漢字は「防ぐ」です。<br>「妨ぐ」「阻ぐ」「護ぐ」という漢字の送り仮名の組み合わせは間違いです。<br>「防ぐ（ふせぐ）」は、悪いことが起きないように予防（よぼう）するという意味（いみ）です。
JLPT_N2_LK_Ch_012,言語知識,文字,漢字読み,3,この地域は環境が<u>良好</u>だ。,りょうこう,りょうこうう,りょうごう,りょこう,りょうこう,「良好」の正しい読み方は「りょうこう」です。<br>「りょうこうう」「りょうごう」「りょこう」は間違った読み方です。<br>「良好（りょうこう）」は、状態（じょうたい）が良いという意味（いみ）です。
JLPT_N2_LK_Ch_013,言語知識,文字,漢字読み,3,彼は周囲の意見を<u>無視</u>した。,むし,ぶし,むじ,ぶじ,むし,「無視」の正しい読み方は「むし」です。<br>「ぶし」「むじ」「ぶじ」は間違った読み方です。<br>「無視（むし）」は、気にしないで気にかけないことという意味（いみ）です。
JLPT_N2_LK_Ch_014,言語知識,文字,表記,3,事故の原因を<u>きゅうめい</u>する。,究明,究命,救明,求明,究明,「きゅうめい」の正しい漢字は「究明」です。<br>「究命」「救明」「求明」という漢字の組み合わせは間違いです。<br>「究明（きゅうめい）」は、理由（りゆう）や事実（じじつ）を最後まで調べるという意味（いみ）です。
JLPT_N2_LK_Ch_015,言語知識,文字,漢字読み,3,社員は会社の規則を<u>遵守</u>しなければならない。,じゅんしゅ,じゅんす,そんしゅ,そんす,じゅんしゅ,「遵守（じゅんしゅ）」の正しい読み方は「じゅんしゅ」です。<br>「じゅんす」「そんしゅ」「そんす」は間違った読み方です。<br>「遵守（じゅんしゅ）」は、決（き）まりや法律（ほうりつ）を守（まも）るという意味（いみ）です。<br>N2の標準的な読み方です。
JLPT_N2_LK_Ch_016,言語知識,文字,漢字読み,3,彼は周囲の信頼を<u>獲得</u>した。,かくとく,けくとく,かくだつ,けくだつ,かくとく,「獲得」の正しい読み方は「かくとく」です。<br>「けくとく」「かくだつ」「けくだつ」は間違った読み方です。<br>「獲得（かくとく）」は、手に入れる（てにいれる）という意味（いみ）です。
JLPT_N2_LK_Ch_017,言語知識,文字,表記,3,事故の被害を<u>さいしょう</u>に抑える。,最小,最少,細小,細少,最小,「しょうしん」の正しい漢字は「最小」です。<br>「最少」「細小」「細少」という組み合わせは間違いです。<br>「最小（さいしょう）」は、いちばん小さいという意味（いみ）です。
JLPT_N2_LK_Ch_018,言語知識,文字,漢字読み,3,この製品の<u>品質</u>を保証する。,ひんしつ,ひんしち,ひんじつ,びんしつ,ひんしつ,「品質」の正しい読み方は「ひんしつ」です。<br>「ひんしち」「ひんじつ」「びんしつ」は間違った読み方です。<br>「品質（ひんしつ）」は、品物（しなもの）の質（しつ）という意味（いみ）です。
JLPT_N2_LK_Ch_019,言語知識,文字,漢字読み,3,不測の事態に<u>備える</u>。,そなえる,たかえる,かかえる,むかえる,そなえる,「備える」の正しい読み方は「そなえる」です。<br>「たかえる」「かかえる」「むかえる」は間違った読み方です。<br>「備（そな）える」は、準備（じゅんび）をしておくという意味（いみ）です。
JLPT_N2_LK_Ch_020,言語知識,文字,表記,3,新しい事業を<u>かくだい</u>する。,拡大,拡代,確大,確代,拡大,「かくだい」の正しい漢字は「拡大」です。<br>「拡代」「確大」「確代」という漢字の組み合わせは間違いです。<br>「拡大（かくだい）」は、広（ひろ）く大きくすることという意味（いみ）です。
JLPT_N2_LK_Ch_021,言語知識,文字,漢字読み,3,会議の<u>日程</u>を調整する。,にってい,にちてい,じつてい,にっちょう,にってい,「日程」の正しい読み方は「にってい」です。<br>「にちてい」「じつてい」「にっちょう」は間違った読み方です。<br>「日程（にってい）」は、仕事（しごと）や予定（よてい）のスケジュールのことです。
JLPT_N2_LK_Ch_022,言語知識,文字,漢字読み,3,彼女は日々の運動でストレスを<u>解消</u>している。,かいしょう,がいしょう,かいじょう,かいしょ,かいしょう,「解消（かいしょう）」の正しい読み方は「かいしょう」です。<br>「かいしょ」「かいじょう」「がいしょう」は間違った読み方です。<br>「解消（かいしょう）」は、困（こま）った状態（じょうたい）や問題（もんだい）をなくすという意味（いみ）です。<br>N2の標準的な読み方です。
JLPT_N2_LK_Ch_023,言語知識,文字,表記,3,資料の誤りを<u>してき</u>する。,指摘,刺摘,指適,刺適,指摘,「しせき」の正しい漢字は「指摘」です。<br>「刺摘」「指適」「刺適」という漢字の組み合わせは間違いです。<br>「指摘（してき）」は、全体（ぜんたい）の中から示（しめ）して教（おし）えるという意味（いみ）です。
JLPT_N2_LK_Ch_024,言語知識,文字,漢字読み,3,法律の<u>改正</u>が行われた。,かいせい,がいせい,かいじょう,かいしょ,かいせい,「改正」の正しい読み方は「かいせい」です。<br>「がいせい」「かいじょう」「かいしょ」は間違った読み方です。<br>「改正（かいせい）」は、不適当（ふてきとう）なところを直（なお）して良くするという意味（いみ）です。
JLPT_N2_LK_Ch_025,言語知識,文字,漢字読み,3,チームは度重なる失敗を<u>克服</u>して優勝した。,こくふく,こくふくう,きょくふく,こっふく,こくふく,「克服（こくふく）」の正しい読み方は「こくふく」です。<br>「きょくふく」「こくふくう」「こっふく」は間違った読み方です。<br>「克服（こくふく）」は、大変（たいへん）なことに打（う）ち勝（か）つという意味（いみ）です。<br>N2の標準的な読み方です。
JLPT_N2_LK_Ch_026,言語知識,文字,表記,3,新しい製品の<u>はんばい</u>を開始した。,販売,半売,販買,板売,販売,「はんばい」の正しい漢字は「販売」です。<br>「販売」「販買」「板売」という漢字の組み合わせは間違いです。<br>「販売（はんばい）」は、商品を売（う）ることという意味（いみ）です。
JLPT_N2_LK_Ch_027,言語知識,文字,漢字読み,3,この仕事は<u>慎重</u>に進める必要がある。,しんちょう,じんちょう,しんじょう,じんじょう,しんちょう,「慎重」の正しい読み方は「しんちょう」です。<br>「じんちょう」「しんじょう」「じんじょう」は間違った読み方です。<br>「慎重（しんちょう）」は、注意深（ちゅういぶか）く行動（こうどう）する様子（ようす）のことです。
JLPT_N2_LK_Ch_028,言語知識,文字,漢字読み,3,彼は周囲の意見を<u>尊重</u>した。,そんちょう,そんじょう,ぞんちょう,ぞんじょう,そんちょう,「尊重」の正しい読み方は「そんちょう」です。<br>「そんじょう」「ぞんちょう」「ぞんじょう」は間違った読み方です。<br>「尊重（そんちょう）」は、価値（かち）があるものとして大切（たいせつ）に扱うという意味（いみ）です。
JLPT_N2_LK_Ch_029,言語知識,文字,表記,3,チームは新しい戦略を<u>けんとう</u>している。,検討,検当,兼討,兼当,検討,「けんとう」の正しい漢字は「検討」です。<br>「兼当」「兼討」「検当」という漢字の組み合わせはありません。<br>「検討（けんとう）」は、よく調べて考えるという意味（いみ）です。<br>N2の標準的な表記の問題です。
JLPT_N2_LK_Ch_030,言語知識,文字,漢字読み,3,新人選手は初めての試合で<u>活躍</u>した。,かつやく,けつやく,かつやくう,けつやくう,かつやく,「活躍（かつやく）」の正しい読み方は「かつやく」です。<br>「けつやく」「かつやくう」「けつやくう」は間違った読み方です。<br>「活躍（かつやく）」は、めざましい働（はたら）きをするという意味（いみ）です。<br>N2の標準的な読み方です。
JLPT_N2_LK_Ch_031,言語知識,文字,漢字読み,3,新人選手は監督の期待に<u>応えて</u>、活躍した。,こたえて,おうえて,むかえて,かなえて,こたえて,「応（こた）えて」の正（ただ）しい読（よ）み方（かた）は「こたえて」です。<br>「おうえて」という読（よ）み方（かた）はありません。<br>「むかえて」は「迎（むか）える」、「かなえて」は「叶（かな）える」という別（べつ）の言葉（ことば）の読み方なので、間違（まちが）いです。<br>「応（こた）える」は、相手（あいて）の期待（きたい）や気持（きも）ちに合（あ）わせて動（うご）くという意味（いみ）です。<br>N2でよく出（で）る標準的（ひょうじゅんてき）な読み方です。
JLPT_N2_LK_Ch_032,言語知識,文字,表記,3,計画の遅れを<u>とりもどす</u>。,取り戻す,取り返す,取り直す,取り消す,取り戻す,「とりもどす」の正しい漢字は「取り戻す」です。<br>「取り返す」「取り直す」は別の言葉（ことば）の意味になります。<br>「取り戻す（とりもどす）」は、失（うしな）ったものや時間（じかん）を元の状態（じょうたい）に戻すという意味（いみ）です。
JLPT_N2_LK_Ch_033,言語知識,文字,漢字読み,3,この地域は自然環境が<u>恵まれて</u>いる。,めぐまれて,けぐまれて,めぐまれてう,けぐまれてう,めぐまれて,「恵まれて」の正しい読み方は「めぐまれて」です。<br>「けぐまれて」「めぐまれてう」「けぐまれてう」は間違った読み方です。<br>「恵（めぐ）まれる」は、良い環境（かんきょう）や運（うん）を与（あた）えられているという意味（いみ）です。
JLPT_N2_LK_Ch_034,言語知識,文字,漢字読み,3,彼は周囲の意見を<u>否定</u>した。,ひてい,びてい,ひでい,びでい,ひてい,「否定」の正しい読み方は「ひてい」です。<br>「びてい」「ひでい」「びでい」は間違った読み方です。<br>「否定（ひてい）」は、そうではないと言（い）うという意味（いみ）です。
JLPT_N2_LK_Ch_035,言語知識,文字,表記,3,事故の計画的な対策を<u>こうじる</u>。,講じる,構じる,巧じる,交じる,講じる,「こうじる」の正しい漢字は「講じる」です。<br>「構じる」「巧じる」「交じる」という漢字の使い方は間違いです。<br>「対策（たいさく）を講（こう）じる」は、必要な手配（てはい）や工夫（くふう）をするという意味（いみ）です。
JLPT_N2_LK_Ch_036,言語知識,文字,漢字読み,3,彼女はファンの声援に<u>応えて</u>、笑顔で手を振った。,こたえて,おうえて,むかえて,かなえて,こたえて,「応（こた）えて」の正（ただ）しい読（よ）み方（かた）は「こたえて」です。<br>「おうえて」という読（よ）み方（かた）はありません。<br>「むかえて」は「迎（むか）える」、「かなえて」は「叶（かな）える」という別（べつ）の言葉（ことば）の読み方なので、間違（まちが）いです。<br>「応（こた）える」は、相手（あいて）の期待（きたい）や気持（きも）ちに合（あ）わせて動（うご）くという意味（いみ）です。<br>N2でよく出（で）る標準的（ひょうじゅんてき）な読み方です。
JLPT_N2_LK_Ch_037,言語知識,文字,漢字読み,3,会社は在庫の課題を<u>解消</u>するために新しい仕組みを導入した。,かいしょう,がいしょう,かいじょう,かいしょ,かいしょう,「解消（かいしょう）」の正しい読み方は「かいしょう」です。<br>「かいしょ」「かいじょう」「がいしょう」は間違った読み方です。<br>「解消（かいしょう）」は、困（こま）った状態（じょうたい）や問題（もんだい）をなくすという意味（いみ）です。<br>N2の標準的な読み方です。
JLPT_N2_LK_Ch_038,言語知識,文字,表記,3,彼らは移転の是非について<u>けんとう</u>を重ねた。,検討,検当,兼討,兼当,検討,「けんとう」の正しい漢字は「検討」です。<br>「兼当」「兼討」「検当」という漢字の組み合わせはありません。<br>「検討（けんとう）」は、よく調べて考えるという意味（いみ）です。<br>N2の標準的な表記の問題です。
JLPT_N2_LK_Ch_039,言語知識,文字,漢字読み,3,店長はお客様の要望に<u>応えて</u>、営業時間を延長した。,こたえて,おうえて,むかえて,かなえて,こたえて,「応（こた）えて」の正（ただ）しい読（よ）み方（かた）は「こたえて」です。<br>「おうえて」という読（よ）み方（かた）はありません。<br>「むかえて」は「迎（むか）える」、「かなえて」は「叶（かな）える」という別（べつ）の言葉（ことば）の読み方なので、間違（まちが）いです。<br>「応（こた）える」は、相手（あいて）の期待（きたい）や気持（きも）ちに合（あ）わせて動（うご）くという意味（いみ）です。<br>N2でよく出（で）る標準的（ひょうじゅんてき）な読み方です。
JLPT_N2_LK_Ch_040,言語知識,文字,漢字読み,3,新しく<u>導入</u>したシステムが順調に動いている。,どうにゅう,とうにゅう,どうじゅう,とうじゅう,どうにゅう,「導入」の正しい読み方は「どうにゅう」です。<br>「とうにゅう」「どうじゅう」「とうじゅう」は間違った読み方です。<br>「導入（どうにゅう）」は、新しいものを取り入れる（とりいれる）という意味（いみ）です。
JLPT_N2_LK_Ch_041,言語知識,文字,表記,3,会議の<u>にってい</u>を変更する。,日程,日定,日調,日程調,日程,「にってい」の正しい漢字は「日程」です。<br>「日定」「日調」「日程調」という漢字の組み合わせは間違いです。<br>「日程（にってい）」は、仕事（しごと）や予定（よてい）のスケジュールのことです。
JLPT_N2_LK_Ch_042,言語知識,文字,漢字読み,3,ドライバーは交通ルールを<u>遵守</u>する義務がある。,じゅんしゅ,じゅんす,そんしゅ,そんす,じゅんしゅ,「遵守（じゅんしゅ）」の正しい読み方は「じゅんしゅ」です。<br>「じゅんす」「そんしゅ」「そんす」は間違った読み方です。<br>「遵守（じゅんしゅ）」は、決（き）まりや法律（ほうりつ）を守（まも）るという意味（いみ）です。<br>N2の標準的な読み方です。
JLPT_N2_LK_Ch_043,言語知識,文字,漢字読み,3,二人は話し合いを重ねて誤解を<u>解消</u>した。,かいしょう,がいしょう,かいじょう,かいしょ,かいしょう,「解消（かいしょう）」の正しい読み方は「かいしょう」です。<br>「かいしょ」「かいじょう」「がいしょう」は間違った読み方です。<br>「解消（かいしょう）」は、困（こま）った状態（じょうたい）や問題（もんだい）をなくすという意味（いみ）です。<br>N2の標準的な読み方です。
JLPT_N2_LK_Ch_044,言語知識,文字,表記,3,委員会は予算案の内容を<u>けんとう</u>した。,検討,検当,兼討,兼当,検討,「けんとう」の正しい漢字は「検討」です。<br>「兼当」「兼討」「検当」という漢字の組み合わせはありません。<br>「検討（けんとう）」は、よく調べて考えるという意味（いみ）です。<br>N2の標準的な表記の問題です。
JLPT_N2_LK_Ch_045,言語知識,文字,漢字読み,3,その歌手はアンコールの声に<u>応えて</u>、もう一曲歌った。,こたえて,おうえて,むかえて,かなえて,こたえて,「応（こた）えて」の正（ただ）しい読（よ）み方（かた）は「こたえて」です。<br>「おうえて」という読（よ）み方（かた）はありません。<br>「むかえて」は「迎（むか）える」、「かなえて」は「叶（かな）える」という別（べつ）の言葉（ことば）の読み方なので、間違（まちが）いです。<br>「応（こた）える」は、相手（あいて）の期待（きたい）や気持（きも）ちに合（あ）わせて動（うご）くという意味（いみ）です。<br>N2でよく出（で）る標準的（ひょうじゅんてき）な読み方です。
JLPT_N2_LK_Ch_046,言語知識,文字,漢字読み,3,彼はその場の空気をすばやく<u>察知</u>した。,さっち,ざっち,さっちゅう,さつち,さっち,「察知（さっち）」の正しい読み方は「さっち」です。<br>「さっちゅう」「さつち」「ざっち」は間違った読み方です。<br>「察知（さっち）」は、様子（ようす）を見（み）て気（き）づくという意味（いみ）です。<br>N2の標準的な読み方です。
JLPT_N2_LK_Ch_047,言語知識,文字,表記,3,自分の発言に<u>せきにん</u>を持つべきだ。,責任,積任,績任,関任,責任,「せきにん」の正しい漢字は「責任」です。<br>「積任」「績任」「関任」という漢字の組み合わせは間違いです。<br>「責任（せきにん）」は、引き受けて引き受けたことを最後まで行う義務（ぎむ）という意味（いみ）です。
JLPT_N2_LK_Ch_048,言語知識,文字,漢字読み,3,彼女は国際会議で通訳として<u>活躍</u>した。,かつやく,けつやく,かつやくう,けつやくう,かつやく,「活躍（かつやく）」の正しい読み方は「かつやく」です。<br>「けつやく」「かつやくう」「けつやくう」は間違った読み方です。<br>「活躍（かつやく）」は、めざましい働（はたら）きをするという意味（いみ）です。<br>N2の標準的な読み方です。
JLPT_N2_LK_Ch_049,言語知識,文字,漢字読み,3,事故の計画的な回避策を<u>模索</u>する。,もさく,ぼさく,もさくう,ぼさくう,もさく,「模索」の正しい読み方は「もさく」です。<br>「ぼさく」「もさくう」「ぼさくう」は間違った読み方です。<br>「模索（もさく）」は、手探り（てさぐり）で良い方法を探す（さがす）という意味（いみ）です。
JLPT_N2_LK_Ch_050,言語知識,文字,表記,3,自分の意見をはっきりと<u>しゅちょう</u>する。,主張,主長,種張,種長,主張,「しゅちょう」の正しい漢字は「主張」です。<br>「主長」「種張」「種長」という漢字の組み合わせは間違いです。<br>「主張（しゅちょう）」は、自分の考えを強く言い張る（いいはる）という意味（いみ）です。
JLPT_N2_LK_Ch_051,言語知識,文字,漢字読み,3,会社は社会の要求に<u>応えて</u>、新しい制度を作った。,こたえて,おうえて,むかえて,かなえて,こたえて,「応（こた）えて」の正（ただ）しい読（よ）み方（かた）は「こたえて」です。<br>「おうえて」という読（よ）み方（かた）はありません。<br>「むかえて」は「迎（むか）える」、「かなえて」は「叶（かな）える」という別（べつ）の言葉（ことば）の読み方なので、間違（まちが）いです。<br>「応（こた）える」は、相手（あいて）の期待（きたい）や気持（きも）ちに合（あ）わせて動（うご）くという意味（いみ）です。<br>N2でよく出（で）る標準的（ひょうじゅんてき）な読み方です。
JLPT_N2_LK_Ch_052,言語知識,文字,漢字読み,3,犬は飼い主の気持ちを<u>察知</u>するのが得意だ。,さっち,ざっち,さっちゅう,さつち,さっち,「察知（さっち）」の正しい読み方は「さっち」です。<br>「さっちゅう」「さつち」「ざっち」は間違った読み方です。<br>「察知（さっち）」は、様子（ようす）を見（み）て気（き）づくという意味（いみ）です。<br>N2の標準的な読み方です。
JLPT_N2_LK_Ch_053,言語知識,文字,表記,3,事故の危険を<u>かいひ</u>する。,回避,快避,改避,開避,回避,「かいひ」の正しい漢字は「回避」です。<br>「回避」「改避」「開避」という漢字の組み合わせは間違いです。<br>「回避（かいひ）」は、悪いことや障害（しょうがい）を避（さ）けるという意味（いみ）です。
JLPT_N2_LK_Ch_054,言語知識,文字,漢字読み,3,彼は先生の質問に<u>応えて</u>、丁寧に説明した。,こたえて,おうえて,むかえて,かなえて,こたえて,「応（こた）えて」の正（ただ）しい読（よ）み方（かた）は「こたえて」です。<br>「おうえて」という読（よ）み方（かた）はありません。<br>「むかえて」は「迎（むか）える」、「かなえて」は「叶（かな）える」という別（べつ）の言葉（ことば）の読み方なので、間違（まちが）いです。<br>「応（こた）える」は、相手（あいて）の期待（きたい）や気持（きも）ちに合（あ）わせて動（うご）くという意味（いみ）です。<br>N2でよく出（で）る標準的（ひょうじゅんてき）な読み方です。
JLPT_N2_LK_Ch_055,言語知識,文字,漢字読み,3,彼は周囲の不満を<u>抑制</u>しようと努めた。,よくせい,よくしょう,よくぜい,よくじょう,よくせい,「抑制」の正しい読み方は「よくせい」です。<br>「よくしょう」「よくぜい」「よくじょう」は間違った読み方です。<br>「抑制（よくせい）」は、押さえつけて抑える（おさえる）という意味（いみ）です。
JLPT_N2_LK_Ch_056,言語知識,文字,表記,3,新しい製品の開発を<u>すいしん</u>する。,推進,推身,水進,進推,推進,「すいしん」の正しい漢字は「推進」です。<br>「推身」「推進」「進推」という漢字の組み合わせは間違いです。<br>「推進（すいしん）」は、事業（じぎょう）や計画（けいかく）を前（まえ）に進めるという意味（いみ）です。
JLPT_N2_LK_Ch_057,言語知識,文字,漢字読み,3,チームは監督の指示に<u>応えて</u>、作戦を変えた。,こたえて,おうえて,むかえて,かなえて,こたえて,「応（こた）えて」の正（ただ）しい読（よ）み方（かた）は「こたえて」です。<br>「おうえて」という読（よ）み方（かた）はありません。<br>「むかえて」は「迎（むか）える」、「かなえて」は「叶（かな）える」という別（べつ）の言葉（ことば）の読み方なので、間違（まちが）いです。<br>「応（こた）える」は、相手（あいて）の期待（きたい）や気持（きも）ちに合（あ）わせて動（うご）くという意味（いみ）です。<br>N2でよく出（で）る標準的（ひょうじゅんてき）な読み方です。
JLPT_N2_LK_Ch_058,言語知識,文字,漢字読み,3,事故の被害を<u>未然</u>に防ぐ。,みぜん,びぜん,みねん,びねん,みぜん,「未然」の正しい読み方は「みぜん」です。<br>「びぜん」「みねん」「びねん」は間違った読み方です。<br>「未然（みぜん）」は、まだ事件（じけん）や事故（じこ）が起きていない状態（じょうたい）という意味（いみ）です。
JLPT_N2_LK_Ch_059,言語知識,文字,表記,3,双方の条件が<u>いっち</u>した。,一致,一知,一置,一値,一致,「いっち」の正しい漢字は「一致」です。<br>「一知」「一置」「一値」という漢字の組み合わせは間違いです。<br>「一致（いっち）」は、ぴったり同じになるという意味（いみ）です。
JLPT_N2_LK_Ch_060,言語知識,文字,漢字読み,3,市は住民の願いに<u>応えて</u>、公園を整備した。,こたえて,おうえて,むかえて,かなえて,こたえて,「応（こた）えて」の正（ただ）しい読（よ）み方（かた）は「こたえて」です。<br>「おうえて」という読（よ）み方（かた）はありません。<br>「むかえて」は「迎（むか）える」、「かなえて」は「叶（かな）える」という別（べつ）の言葉（ことば）の読み方なので、間違（まちが）いです。<br>「応（こた）える」は、相手（あいて）の期待（きたい）や気持（きも）ちに合（あ）わせて動（うご）くという意味（いみ）です。<br>N2でよく出（で）る標準的（ひょうじゅんてき）な読み方です。
JLPT_N2_LK_Ch_061,言語知識,文字,漢字読み,3,新しい制度により、通勤ラッシュが<u>緩和</u>された。,かんわ,がんわ,かんか,がんか,かんわ,「緩和（かんわ）」の正しい読み方は「かんわ」です。<br>「かんか」「がんか」「がんわ」は間違った読み方です。<br>「緩和（かんわ）」は、厳（きび）しさや程度（ていど）を減（へ）らすという意味（いみ）です。<br>N2の標準的な読み方です。
JLPT_N2_LK_Ch_062,言語知識,文字,表記,3,新しいプロジェクトの<u>しょうにん</u>を得る。,承認,承任,証認,証任,承認,「しょうにん」の正しい漢字は「承認」です。<br>「承任」「証認」「証任」という漢字の組み合わせは間違いです。<br>「承認（しょうにん）」は、正当だと認める（みとめる）こと、同意することという意味（いみ）です。
JLPT_N2_LK_Ch_063,言語知識,文字,漢字読み,3,彼女は友人の頼みに<u>応えて</u>、資料を貸した。,こたえて,おうえて,むかえて,かなえて,こたえて,「応（こた）えて」の正（ただ）しい読（よ）み方（かた）は「こたえて」です。<br>「おうえて」という読（よ）み方（かた）はありません。<br>「むかえて」は「迎（むか）える」、「かなえて」は「叶（かな）える」という別（べつ）の言葉（ことば）の読み方なので、間違（まちが）いです。<br>「応（こた）える」は、相手（あいて）の期待（きたい）や気持（きも）ちに合（あ）わせて動（うご）くという意味（いみ）です。<br>N2でよく出（で）る標準的（ひょうじゅんてき）な読み方です。
JLPT_N2_LK_Ch_064,言語知識,文字,漢字読み,3,彼は事件の<u>真相</u>を追究した。,しんそう,しんぞう,じんそう,じんぞう,しんそう,「真相」の正しい読み方は「しんそう」です。<br>「しんぞう」「じんそう」「じんぞう」は間違った読み方です。<br>「真相（しんそう）」は、本当の姿（すがた）や事実（じじつ）という意味（いみ）です。
JLPT_N2_LK_Ch_065,言語知識,文字,表記,3,事故の計画的な回避策を<u>はかる</u>。,図る,測る,量る,計る,図る,「はかる」の正しい漢字は「図る」です。<br>「計画（けいかく）や対策（たいさく）を実現（じつげん）しようと試みる（こころみる）」場合は「図る」を使います。<br>「測る」「量る」「計る」は長さや重さ、時間を計測する際に使う漢字です。
JLPT_N2_LK_Ch_066,言語知識,文字,漢字読み,3,若手社員は上司の信頼に<u>応えて</u>、大きな契約をまとめた。,こたえて,おうえて,むかえて,かなえて,こたえて,「応（こた）えて」の正（ただ）しい読（よ）み方（かた）は「こたえて」です。<br>「おうえて」という読（よ）み方（かた）はありません。<br>「むかえて」は「迎（むか）える」、「かなえて」は「叶（かな）える」という別（べつ）の言葉（ことば）の読み方なので、間違（まちが）いです。<br>「応（こた）える」は、相手（あいて）の期待（きたい）や気持（きも）ちに合（あ）わせて動（うご）くという意味（いみ）です。<br>N2でよく出（で）る標準的（ひょうじゅんてき）な読み方です。
JLPT_N2_LK_Ch_067,言語知識,文字,漢字読み,3,彼は周囲の不評を<u>払拭</u>するために努めた。,ふっしょく,ふつのぞく,はらいのぞく,ふつのぞき,ふっしょく,「払拭」の正しい読み方は「ふっしょく」です。<br>「ふつのぞく」「はらいのぞく」「ふつのぞき」は間違った読み方です。<br>「払拭（ふっしょく）」は、悪影響や不安などをきれいに拭い去る（ぬぐいさる）という意味（いみ）です。
JLPT_N2_LK_Ch_068,言語知識,文字,表記,3,新しい製品の性能を<u>かくほ</u>する。,確保,確捕,格保,角保,確保,「かくほ」の正しい漢字は「確保」です。<br>「確保」「格保」「角保」という漢字の組み合わせは間違いです。<br>「確保（かくほ）」は、確実に手に入れる、あるいは維持する（いじする）という意味（いみ）です。
