question_id,category_lv1,category_lv2,category_lv3,difficulty,question_text,option_1,option_2,option_3,option_4,correct_answer,explanation
JLPT_N2_LK_Gr_012,言語知識,文法,文章の文法,3,新しい技術が開発された。（ ______ ）、すべての問題が解決したわけではない。,だからといって,そのため,それに加えて,要するに,だからといって,「だからといって」は、「〜という理由（りゆう）があっても、だからといって必ずしも後ろのようになるとは言えない」という意味で使います。<br>「そのため」「それに加えて」「要するに」は意味が合いません。<br>標準レベル。前後の文脈をていねいに読むのがコツです。
JLPT_N2_LK_Gr_013,言語知識,文法,文の文法1,3,彼は優秀な（ ______ ）、少し謙虚さに欠けるところがある。,反面,おかげで,ついでに,にあたって,反面,「〜反面（はんめん）」は、「〜という良い面があるが、反対に〜という悪い面もある」という意味（いみ）で使います。<br>「おかげで」「ついでに」「にあたって」は文脈（ぶんみゃく）に合いません。<br>標準レベル。本番で合否を分けやすいタイプの問題です。
JLPT_N2_LK_Gr_014,言語知識,文法,文の文法2,3,忙しい ______ ______ __★__ ______ 参加してくれて嬉しい。,にもかかわらず,わざわざ,遠くから,スケジュールの中,わざわざ,正（ただ）しい順番（じゅんばん）は「忙（いそが）しい　スケジュールの中（なか）　にもかかわらず　わざわざ　遠（とお）くから」です。<br>★の位置に入る言葉は「わざわざ」です。<br>「〜にもかかわらず」は「スケジュールの中」という状態（じょうたい）に直接（ちょくせつ）つきます。<br>「わざわざ」は「遠くから」の前（まえ）に置（お）いて、行動（こうどう）の様子（ようす）を表（あらわ）します。<br>標準レベル。ここが安定して解けるとN2合格が見えてきます。
JLPT_N2_LK_Gr_015,言語知識,文法,文章の文法,3,会場へのアクセスはバスが便利だ。（ ______ ）、休日は混雑するため電車を利用したほうがよい。,ただし,そのため,したがって,つまり,ただし,「ただし」は、前の内容（ないよう）に対して条件（じょうけん）や注意（ちゅうい）を付け加（くわ）えるときに使います。<br>「そのため」「したがって」「つまり」は理由やまとめに使われるため合いません。<br>実際の試験でよく問われる標準レベルの問題です。
JLPT_N2_LK_Gr_016,言語知識,文法,文の文法1,3,彼は日本語が上手な（ ______ ）、日本の習慣にも詳しい。,ばかりか,かぎり,にあたって,に際して,ばかりか,「〜ばかりか」は、「〜だけでなく、さらに…」という意味（いみ）で使います。<br>「かぎり」「にあたって」「に際（さい）して」は文脈（ぶんみゃく）に合いません。<br>標準レベル。前後の文脈をていねいに読むのがコツです。
JLPT_N2_LK_Gr_017,言語知識,文法,文の文法2,3,______ ______ __★__ ______ 、彼は計画を変えなかった。,困難が,立ちはだかろうと,目の前に,いくら,目の前に,正（ただ）しい順番（じゅんばん）は「いくら　困難（こんなん）が　目（め）の前（まえ）に　立（た）ちはだかろうと」です。<br>★の位置に入る言葉は「目（め）の前（まえ）に」です。<br>「立（た）ちはだかる」は、「目（め）の前（まえ）に」と一緒（いっしょ）に使（つか）うことが多（おお）い言葉です。<br>「いくら〜ても／〜ろうと」は、「どれだけ〜しても」という意味（いみ）を表（あらわ）します。<br>標準レベル。本番で合否を分けやすいタイプの問題です。
JLPT_N2_LK_Gr_018,言語知識,文法,文章の文法,3,新しい事業を始めるのは簡単ではない。（ ______ ）、入念な準備と計画が必要だ。,したがって,ただし,にもかかわらず,あるいは,したがって,「したがって」は、前に述べた理由（りゆう）から論理的（ろんりてき）な結果（けっか）を導くときに使います。<br>「ただし」「にもかかわらず」「あるいは」は意味（いみ）が合いません。<br>標準レベル。ここが安定して解けるとN2合格が見えてきます。
JLPT_N2_LK_Gr_019,言語知識,文法,文の文法1,3,天気が悪い（ ______ ）、試合は予定通り行われた。,にもかかわらず,にしたがって,にともなって,に応じて,にもかかわらず,「〜にもかかわらず」は、「〜なのに」という、予想（よそう）と違（ちが）う結果（けっか）を表（あらわ）す言葉です。<br>「にしたがって」は、変化（へんか）に合わせて起（お）こることを表すので、合いません。<br>「にともなって」は、一緒（いっしょ）に起こる変化を表すので、合いません。<br>「に応（おう）じて」は、状況（じょうきょう）に合わせることを表すので、合いません。<br>実際の試験でよく問われる標準レベルの問題です。
JLPT_N2_LK_Gr_020,言語知識,文法,文の文法2,3,彼は ______ ______ __★__ ______ 合格することができた。,努力の,甲斐があって,見事に,厳しい,甲斐があって,正しい順番（じゅんばん）は、「厳しい 努力の 甲斐があって 見事に」です。<br>選択肢の順番は「4:厳しい 1:努力の 2:甲斐があって 3:見事に」となるため、3番目の★は「甲斐があって」です。<br>「〜のかいがあって」は、「〜した甲斐（成果・効果）があって良い結果になった」という意味（いみ）を表（あらわ）します。<br>標準レベル。前後の文脈をていねいに読むのがコツです。
JLPT_N2_LK_Gr_021,言語知識,文法,文章の文法,3,インターネット通販は自宅にいながら買い物ができる。（ ______ ）、送料がかかる場合も多い。,しかし,したがって,つまり,たとえば,しかし,「しかし」は、前（まえ）の内容（ないよう）と反対（はんたい）の内容をつなぐときに使（つか）う言葉です。<br>「したがって」は、前の内容から導（みちび）かれる結果（けっか）を言うときに使うので、ここでは合いません。<br>「たとえば」は、具体例（ぐたいれい）を挙（あ）げるときに使うので、ここでは合いません。<br>「つまり」は、前の内容を短くまとめ直（なお）すときに使うので、ここでは合いません。<br>標準レベル。本番で合否を分けやすいタイプの問題です。
JLPT_N2_LK_Gr_022,言語知識,文法,文の文法1,3,彼は日本語の発音が綺麗な（ ______ ）、文法も正確だ。,のみならず,かぎり,にあたって,にともなって,のみならず,「〜のみならず」は、「〜だけでなく、さらに…」という意味（いみ）で使います。<br>「かぎり」「にあたって」「にともなって」は文脈（ぶんみゃく）に合いません。<br>標準レベル。ここが安定して解けるとN2合格が見えてきます。
JLPT_N2_LK_Gr_023,言語知識,文法,文の文法2,3,彼は ______ ______ __★__ ______ 諦めようとはしなかった。,困難に,直面した,どんな,にもかかわらず,直面した,正しい順番（じゅんばん）は、「どんな 困難に 直面した にもかかわらず」です。<br>選択肢の順番は「3:どんな 1:困難に 2:直面した 4:にもかかわらず」となるため、3番目の★は「直面した」です。<br>「〜にもかかわらず」は、「〜なのに」という意味（いみ）を表（あらわ）します。<br>実際の試験でよく問われる標準レベルの問題です。
JLPT_N2_LK_Gr_024,言語知識,文法,文章の文法,3,アプリは無料でダウンロードできる。（ ______ ）、一部の機能は有料になっている。,ただし,したがって,すなわち,たとえば,ただし,「ただし」は、前（まえ）の内容（ないよう）に条件（じょうけん）や例外（れいがい）を付（つ）け加（くわ）えるときに使（つか）う言葉です。<br>「したがって」は結果（けっか）を言うときに使うので、合いません。<br>「すなわち」は言（い）い換（か）えるときに使うので、合いません。<br>「たとえば」は例（れい）を挙（あ）げるときに使うので、合いません。<br>標準レベル。前後の文脈をていねいに読むのがコツです。
JLPT_N2_LK_Gr_025,言語知識,文法,文の文法1,3,彼は努力家である（ ______ ）、才能にも恵まれている。,ばかりか,にあたって,にともなって,に応じて,ばかりか,「〜ばかりか」は、「〜だけでなく、さらに…」という意味（いみ）で使います。<br>「にあたって」「にともなって」「に応（おう）じて」は文脈（ぶんみゃく）に合いません。<br>標準レベル。本番で合否を分けやすいタイプの問題です。
JLPT_N2_LK_Gr_026,言語知識,文法,文の文法2,3,彼は ______ ______ __★__ ______ 諦めずに走り切った。,足の,激しい,痛みに,耐えて,痛みに,正しい順番（じゅんばん）は、「足の 激しい 痛みに 耐えて」です。<br>選択肢の順番は「1:足の 2:激しい 3:痛みに 4:耐えて」となるため、3番目の★は「痛みに」です。<br>「〜に耐（た）えて」は、「つらいことに負（ま）けないで」という意味（いみ）を表（あらわ）します。<br>標準レベル。ここが安定して解けるとN2合格が見えてきます。
JLPT_N2_LK_Gr_027,言語知識,文法,文章の文法,3,スマートスピーカーは声だけで操作できて便利だ。（ ______ ）、聞き間違いが起きることもある。,しかし,したがって,つまり,たとえば,しかし,「しかし」は、前（まえ）の内容（ないよう）と反対（はんたい）の内容をつなぐときに使（つか）う言葉です。<br>「したがって」は、前の内容から導（みちび）かれる結果（けっか）を言うときに使うので、ここでは合いません。<br>「たとえば」は、具体例（ぐたいれい）を挙（あ）げるときに使うので、ここでは合いません。<br>「つまり」は、前の内容を短くまとめ直（なお）すときに使うので、ここでは合いません。<br>実際の試験でよく問われる標準レベルの問題です。
JLPT_N2_LK_Gr_028,言語知識,文法,文の文法1,3,彼は長年練習してきた（ ______ ）、本番でも落ち着いていた。,だけに,に反して,にあたって,に際して,だけに,「〜だけに」は、「〜という理由（りゆう）があるからこそ、それにふさわしく」という意味（いみ）です。<br>「に反（はん）して」は、予想（よそう）と反対（はんたい）のことを表すので、合いません。<br>「にあたって」は、何かを始める時に使う言葉なので、合いません。<br>「に際（さい）して」も、何かをする時に使う言葉なので、合いません。<br>標準レベル。前後の文脈をていねいに読むのがコツです。
JLPT_N2_LK_Gr_029,言語知識,文法,文の文法2,3,どんなに ______ ______ __★__ ______ 、彼は最後まで働き続けた。,つらい,あろうと,状況が,ことが,ことが,正（ただ）しい順番（じゅんばん）は「どんなに　状況（じょうきょう）が　つらい　ことが　あろうと」です。<br>★の位置に入る言葉は「ことが」です。<br>「〜ことがあろうと」は、「たとえ〜という場合（ばあい）があっても」という意味（いみ）を表（あらわ）す、少（すこ）し硬（かた）い言（い）い方（かた）です。<br>「あろう」は「ある」の意向形（いこうけい）で文（ぶん）の最後（さいご）にくるので、★の位置には入りません。<br>少し応用的（おうようてき）な文法（ぶんぽう）です。<br>標準レベル。本番で合否を分けやすいタイプの問題です。
JLPT_N2_LK_Gr_030,言語知識,文法,文章の文法,3,新しい勤怠管理システムを導入したことで、集計作業が楽になった。（ ______ ）、操作を覚えるまで時間がかかる社員もいる。,その一方で,したがって,要するに,たとえば,その一方で,「その一方（いっぽう）で」は、一（ひと）つの物事（ものごと）について、良（よ）い点（てん）と別（べつ）の面（めん）を並（なら）べて言（い）うときに使（つか）う言葉です。<br>「したがって」は、前（まえ）の内容（ないよう）から導（みちび）かれる結果（けっか）を言うときに使うので、ここでは合いません。<br>「たとえば」は、具体例（ぐたいれい）を挙（あ）げるときに使うので、ここでは合いません。<br>「要（よう）するに」は、前の内容を短くまとめ直（なお）すときに使うので、ここでは合いません。<br>標準レベル。ここが安定して解けるとN2合格が見えてきます。
JLPT_N2_LK_Gr_031,言語知識,文法,文の文法1,3,年上だ（ ______ ）、いつも正しいとは限らない。,からといって,ことになって,ついでに,にあたって,からといって,「〜からといって」は、「〜という理由（りゆう）があっても、それだけでは…とは言（い）えない」という意味（いみ）です。<br>「ことになって」は決定（けってい）を表（あらわ）す言葉なので、ここでは合いません。<br>「ついでに」は、何かのついでに別のことをする様子（ようす）を表す言葉なので、合いません。<br>「にあたって」は、何かを始める時（とき）に使う言葉なので、合いません。<br>実際の試験でよく問われる標準レベルの問題です。
JLPT_N2_LK_Gr_032,言語知識,文法,文の文法2,3,どんなに ______ ______ __★__ ______ 、彼は前へ進み続けた。,厳しい,状況が,立ちはだかろうと,目の前に,目の前に,正（ただ）しい順番（じゅんばん）は「どんなに　厳（きび）しい　状況（じょうきょう）が　目（め）の前（まえ）に　立（た）ちはだかろうと」です。<br>★の位置（いち）に入（はい）る言葉（ことば）は「目（め）の前（まえ）に」です。<br>「立（た）ちはだかる」は、道（みち）をふさぐように現（あらわ）れるという意味（いみ）で、いつも「目（め）の前（まえ）に」とセットで使（つか）います。<br>「〜ろうと」は動詞（どうし）の意向形（いこうけい）に「と」がついた形（かたち）で、文（ぶん）の最後（さいご）にくる言葉なので、★の位置には入りません。<br>標準レベル。前後の文脈をていねいに読むのがコツです。
JLPT_N2_LK_Gr_033,言語知識,文法,文章の文法,3,キャッシュレス決済は支払いが速くて便利だ。（ ______ ）、通信障害が起きると使えなくなるという弱点もある。,その一方で,したがって,つまり,たとえば,その一方で,「その一方（いっぽう）で」は、一（ひと）つの物事（ものごと）について、良（よ）い点（てん）と別（べつ）の面（めん）を並（なら）べて言（い）うときに使（つか）う言葉です。<br>「したがって」は、前（まえ）の内容（ないよう）から導（みちび）かれる結果（けっか）を言うときに使うので、ここでは合いません。<br>「たとえば」は、具体例（ぐたいれい）を挙（あ）げるときに使うので、ここでは合いません。<br>「つまり」は、前の内容を短くまとめ直（なお）すときに使うので、ここでは合いません。<br>標準レベル。本番で合否を分けやすいタイプの問題です。
JLPT_N2_LK_Gr_034,言語知識,文法,文の文法1,3,この店のパンは焼きたてで美味しい（ ______ ）、値段も手頃だ。,ばかりか,かぎり,にあたって,にともなって,ばかりか,「〜ばかりか」は、「〜だけでなく、それ以上（いじょう）に」という意味（いみ）を表（あらわ）す言葉（ことば）です。<br>「かぎり」は「〜の間（あいだ）はずっと」という条件（じょうけん）を表す言葉なので、ここでは合いません。<br>「にあたって」は、これから何（なに）かをする時（とき）に使う言葉なので、ここでは合いません。<br>「にともなって」は、一緒（いっしょ）に変化（へんか）することを表す言葉なので、ここでは合いません。<br>標準レベル。ここが安定して解けるとN2合格が見えてきます。
JLPT_N2_LK_Gr_035,言語知識,文法,文の文法2,3,______ ______ __★__ ______ 、彼女は挑戦をやめなかった。,困難が,立ちはだかろうと,目の前に,いくら,目の前に,正（ただ）しい順番（じゅんばん）は「いくら　困難（こんなん）が　目（め）の前（まえ）に　立（た）ちはだかろうと」です。<br>★の位置に入る言葉は「目（め）の前（まえ）に」です。<br>「立（た）ちはだかる」は、「目（め）の前（まえ）に」と一緒（いっしょ）に使（つか）うことが多（おお）い言葉です。<br>「いくら〜ても／〜ろうと」は、「どれだけ〜しても」という意味（いみ）を表（あらわ）します。<br>実際の試験でよく問われる標準レベルの問題です。
JLPT_N2_LK_Gr_036,言語知識,文法,文章の文法,3,自動翻訳アプリは海外旅行で役に立つ。（ ______ ）、微妙なニュアンスまでは伝えきれないこともある。,その一方で,したがって,つまり,たとえば,その一方で,「その一方（いっぽう）で」は、一（ひと）つの物事（ものごと）について、良（よ）い点（てん）と別（べつ）の面（めん）を並（なら）べて言（い）うときに使（つか）う言葉です。<br>「したがって」は、前（まえ）の内容（ないよう）から導（みちび）かれる結果（けっか）を言うときに使うので、ここでは合いません。<br>「たとえば」は、具体例（ぐたいれい）を挙（あ）げるときに使うので、ここでは合いません。<br>「つまり」は、前の内容を短くまとめ直（なお）すときに使うので、ここでは合いません。<br>標準レベル。前後の文脈をていねいに読むのがコツです。
JLPT_N2_LK_Gr_037,言語知識,文法,文の文法1,3,新しいアプリは使いやすい（ ______ ）、デザインも美しい。,ばかりか,かぎり,にあたって,にともなって,ばかりか,「〜ばかりか」は、「〜だけでなく、それ以上（いじょう）に」という意味（いみ）を表（あらわ）す言葉（ことば）です。<br>「かぎり」は「〜の間（あいだ）はずっと」という条件（じょうけん）を表す言葉なので、ここでは合いません。<br>「にあたって」は、これから何（なに）かをする時（とき）に使う言葉なので、ここでは合いません。<br>「にともなって」は、一緒（いっしょ）に変化（へんか）することを表す言葉なので、ここでは合いません。<br>標準レベル。本番で合否を分けやすいタイプの問題です。
JLPT_N2_LK_Gr_038,言語知識,文法,文の文法2,3,どんなに ______ ______ __★__ ______ 、私たちは最後まで戦うつもりだ。,厳しい,状況が,立ちはだかろうと,目の前に,目の前に,正（ただ）しい順番（じゅんばん）は「どんなに　厳（きび）しい　状況（じょうきょう）が　目（め）の前（まえ）に　立（た）ちはだかろうと」です。<br>★の位置（いち）に入（はい）る言葉（ことば）は「目（め）の前（まえ）に」です。<br>「立（た）ちはだかる」は、道（みち）をふさぐように現（あらわ）れるという意味（いみ）で、いつも「目（め）の前（まえ）に」とセットで使（つか）います。<br>「〜ろうと」は動詞（どうし）の意向形（いこうけい）に「と」がついた形（かたち）で、文（ぶん）の最後（さいご）にくる言葉なので、★の位置には入りません。<br>標準レベル。ここが安定して解けるとN2合格が見えてきます。
JLPT_N2_LK_Gr_039,言語知識,文法,文章の文法,3,サブスクリプションサービスは月々の費用を抑えられる。（ ______ ）、使わない月も料金がかかってしまう。,その一方で,したがって,つまり,たとえば,その一方で,「その一方（いっぽう）で」は、一（ひと）つの物事（ものごと）について、良（よ）い点（てん）と別（べつ）の面（めん）を並（なら）べて言（い）うときに使（つか）う言葉です。<br>「したがって」は、前（まえ）の内容（ないよう）から導（みちび）かれる結果（けっか）を言うときに使うので、ここでは合いません。<br>「たとえば」は、具体例（ぐたいれい）を挙（あ）げるときに使うので、ここでは合いません。<br>「つまり」は、前の内容を短くまとめ直（なお）すときに使うので、ここでは合いません。<br>実際の試験でよく問われる標準レベルの問題です。
JLPT_N2_LK_Gr_040,言語知識,文法,文の文法1,3,経験が浅い（ ______ ）、彼は難しい仕事を任された。,にもかかわらず,にしたがって,にともなって,に応じて,にもかかわらず,「〜にもかかわらず」は、「〜なのに」という、予想（よそう）と違（ちが）う結果（けっか）を表（あらわ）す言葉です。<br>「にしたがって」は、変化（へんか）に合わせて起（お）こることを表すので、合いません。<br>「にともなって」は、一緒（いっしょ）に起こる変化を表すので、合いません。<br>「に応（おう）じて」は、状況（じょうきょう）に合わせることを表すので、合いません。<br>標準レベル。前後の文脈をていねいに読むのがコツです。
JLPT_N2_LK_Gr_041,言語知識,文法,文の文法2,3,彼は ______ ______ __★__ ______ 合格を手にした。,数々の,困難を,乗り越えて,見事に,乗り越えて,正しい順番（じゅんばん）は、「数々の 困難を 乗り越えて 見事に」です。<br>選択肢の順番は「1:数々の 2:困難を 3:乗り越えて 4:見事に」となるため、3番目の★は「乗り越えて」です。<br>「〜を乗り越（こ）えて」は、「大変（たいへん）なことを克服（こくふく）して」という意味（いみ）を表（あらわ）します。<br>標準レベル。本番で合否を分けやすいタイプの問題です。
JLPT_N2_LK_Gr_042,言語知識,文法,文章の文法,3,リモート診療は病院に行かずに相談できる。（ ______ ）、直接の検査ができないという限界もある。,しかし,したがって,つまり,たとえば,しかし,「しかし」は、前（まえ）の内容（ないよう）と反対（はんたい）の内容をつなぐときに使（つか）う言葉です。<br>「したがって」は、前の内容から導（みちび）かれる結果（けっか）を言うときに使うので、ここでは合いません。<br>「たとえば」は、具体例（ぐたいれい）を挙（あ）げるときに使うので、ここでは合いません。<br>「つまり」は、前の内容を短くまとめ直（なお）すときに使うので、ここでは合いません。<br>標準レベル。ここが安定して解けるとN2合格が見えてきます。
JLPT_N2_LK_Gr_043,言語知識,文法,文の文法1,3,彼女は絵が上手な（ ______ ）、歌も得意だ。,ばかりか,かぎり,にあたって,にともなって,ばかりか,「〜ばかりか」は、「〜だけでなく、それ以上（いじょう）に」という意味（いみ）を表（あらわ）す言葉（ことば）です。<br>「かぎり」は「〜の間（あいだ）はずっと」という条件（じょうけん）を表す言葉なので、ここでは合いません。<br>「にあたって」は、これから何（なに）かをする時（とき）に使う言葉なので、ここでは合いません。<br>「にともなって」は、一緒（いっしょ）に変化（へんか）することを表す言葉なので、ここでは合いません。<br>実際の試験でよく問われる標準レベルの問題です。
JLPT_N2_LK_Gr_044,言語知識,文法,文の文法2,3,どんなに ______ ______ __★__ ______ 、彼女は決して逃げなかった。,厳しい,状況が,立ちはだかろうと,目の前に,目の前に,正（ただ）しい順番（じゅんばん）は「どんなに　厳（きび）しい　状況（じょうきょう）が　目（め）の前（まえ）に　立（た）ちはだかろうと」です。<br>★の位置（いち）に入（はい）る言葉（ことば）は「目（め）の前（まえ）に」です。<br>「立（た）ちはだかる」は、道（みち）をふさぐように現（あらわ）れるという意味（いみ）で、いつも「目（め）の前（まえ）に」とセットで使（つか）います。<br>「〜ろうと」は動詞（どうし）の意向形（いこうけい）に「と」がついた形（かたち）で、文（ぶん）の最後（さいご）にくる言葉なので、★の位置には入りません。<br>標準レベル。前後の文脈をていねいに読むのがコツです。
JLPT_N2_LK_Gr_045,言語知識,文法,文章の文法,3,電気自動車は走行中に排気ガスを出さない。（ ______ ）、充電できる場所がまだ少ないという課題もある。,その一方で,したがって,つまり,たとえば,その一方で,「その一方（いっぽう）で」は、一（ひと）つの物事（ものごと）について、良（よ）い点（てん）と別（べつ）の面（めん）を並（なら）べて言（い）うときに使（つか）う言葉です。<br>「したがって」は、前（まえ）の内容（ないよう）から導（みちび）かれる結果（けっか）を言うときに使うので、ここでは合いません。<br>「たとえば」は、具体例（ぐたいれい）を挙（あ）げるときに使うので、ここでは合いません。<br>「つまり」は、前の内容を短くまとめ直（なお）すときに使うので、ここでは合いません。<br>標準レベル。本番で合否を分けやすいタイプの問題です。
JLPT_N2_LK_Gr_046,言語知識,文法,文の文法1,3,このホテルは価格が高い（ ______ ）、サービスの質も高い。,だけに,に反して,にあたって,に際して,だけに,「〜だけに」は、「〜という理由（りゆう）があるからこそ、それにふさわしく」という意味（いみ）です。<br>「に反（はん）して」は、予想（よそう）と反対（はんたい）のことを表すので、合いません。<br>「にあたって」は、何かを始める時に使う言葉なので、合いません。<br>「に際（さい）して」も、何かをする時に使う言葉なので、合いません。<br>標準レベル。ここが安定して解けるとN2合格が見えてきます。
JLPT_N2_LK_Gr_047,言語知識,文法,文の文法2,3,どんなに ______ ______ __★__ ______ 、彼女は看護師の仕事を続けた。,つらい,あろうと,状況が,ことが,ことが,正（ただ）しい順番（じゅんばん）は「どんなに　状況（じょうきょう）が　つらい　ことが　あろうと」です。<br>★の位置に入る言葉は「ことが」です。<br>「〜ことがあろうと」は、「たとえ〜という場合（ばあい）があっても」という意味（いみ）を表（あらわ）す、少（すこ）し硬（かた）い言（い）い方（かた）です。<br>「あろう」は「ある」の意向形（いこうけい）で文（ぶん）の最後（さいご）にくるので、★の位置には入りません。<br>少し応用的（おうようてき）な文法（ぶんぽう）です。<br>実際の試験でよく問われる標準レベルの問題です。
JLPT_N2_LK_Gr_048,言語知識,文法,文章の文法,3,自動発注システムを導入したことで、在庫切れが減った。（ ______ ）、想定より多く注文してしまうこともある。,その一方で,したがって,要するに,たとえば,その一方で,「その一方（いっぽう）で」は、一（ひと）つの物事（ものごと）について、良（よ）い点（てん）と別（べつ）の面（めん）を並（なら）べて言（い）うときに使（つか）う言葉です。<br>「したがって」は、前（まえ）の内容（ないよう）から導（みちび）かれる結果（けっか）を言うときに使うので、ここでは合いません。<br>「たとえば」は、具体例（ぐたいれい）を挙（あ）げるときに使うので、ここでは合いません。<br>「要（よう）するに」は、前の内容を短くまとめ直（なお）すときに使うので、ここでは合いません。<br>標準レベル。前後の文脈をていねいに読むのがコツです。
